[Section 2]

[Enemy 1]
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.1,-0.15
p2.pos = 0.1,0.05
p3.pos = 0.6,0.05
p4.pos = 0.6,0.25
p5.pos = 0.1,0.25
p6.pos = 0.1,0.45
p7.pos = 0.6,0.45
p8.pos = 0.6,0.65
p9.pos = 0.1,0.65
p10.pos = 0.1,0.85
p11.pos = 1.6,0.85
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.2,-0.15
p2.pos = 0.2,0.05
p3.pos = 0.7,0.05
p4.pos = 0.7,0.25
p5.pos = 0.2,0.25
p6.pos = 0.2,0.45
p7.pos = 0.7,0.45
p8.pos = 0.7,0.65
p9.pos = 0.2,0.65
p10.pos = 0.2,0.85
p11.pos = 1.7,0.85
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.3,-0.15
p2.pos = 0.3,0.05
p3.pos = 0.8,0.05
p4.pos = 0.8,0.25
p5.pos = 0.3,0.25
p6.pos = 0.3,0.45
p7.pos = 0.8,0.45
p8.pos = 0.8,0.65
p9.pos = 0.3,0.65
p10.pos = 0.3,0.85
p11.pos = 1.8,0.85
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.4,-0.15
p2.pos = 0.4,0.05
p3.pos = 0.9,0.05
p4.pos = 0.9,0.25
p5.pos = 0.4,0.25
p6.pos = 0.4,0.45
p7.pos = 0.9,0.45
p8.pos = 0.9,0.65
p9.pos = 0.4,0.65
p10.pos = 0.4,0.85
p11.pos = 1.9,0.85
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.5,-0.15
p2.pos = 0.5,0.05
p3.pos = 1.0,0.05
p4.pos = 1.0,0.25
p5.pos = 0.5,0.25
p6.pos = 0.5,0.45
p7.pos = 1.0,0.45
p8.pos = 1.0,0.65
p9.pos = 0.5,0.65
p10.pos = 0.5,0.85
p11.pos = 2.0,0.85
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.6,-0.15
p2.pos = 0.6,0.05
p3.pos = 1.1,0.05
p4.pos = 1.1,0.25
p5.pos = 0.6,0.25
p6.pos = 0.6,0.45
p7.pos = 1.1,0.45
p8.pos = 1.1,0.65
p9.pos = 0.6,0.65
p10.pos = 0.6,0.85
p11.pos = 2.1,0.85
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

;-------------------------------------------------------

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = -0.1,-0.2
p2.pos = -0.1,0.0
p3.pos = 0.4,0.0
p4.pos = 0.4,0.2
p5.pos = -0.1,0.2
p6.pos = -0.1,0.4
p7.pos = 0.4,0.4
p8.pos = 0.4,0.6
p9.pos = -0.1,0.6
p10.pos = -0.1,0.8
p11.pos = 1.4,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.0,-0.2
p2.pos = 0.0,0.0
p3.pos = 0.5,0.0
p4.pos = 0.5,0.2
p5.pos = 0.0,0.2
p6.pos = 0.0,0.4
p7.pos = 0.5,0.4
p8.pos = 0.5,0.6
p9.pos = 0.0,0.6
p10.pos = 0.0,0.8
p11.pos = 1.5,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.1,-0.2
p2.pos = 0.1,0.0
p3.pos = 0.6,0.0
p4.pos = 0.6,0.2
p5.pos = 0.1,0.2
p6.pos = 0.1,0.4
p7.pos = 0.6,0.4
p8.pos = 0.6,0.6
p9.pos = 0.1,0.6
p10.pos = 0.1,0.8
p11.pos = 1.6,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.2,-0.2
p2.pos = 0.2,0.0
p3.pos = 0.7,0.0
p4.pos = 0.7,0.2
p5.pos = 0.2,0.2
p6.pos = 0.2,0.4
p7.pos = 0.7,0.4
p8.pos = 0.7,0.6
p9.pos = 0.2,0.6
p10.pos = 0.2,0.8
p11.pos = 1.7,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.3,-0.2
p2.pos = 0.3,0.0
p3.pos = 0.8,0.0
p4.pos = 0.8,0.2
p5.pos = 0.3,0.2
p6.pos = 0.3,0.4
p7.pos = 0.8,0.4
p8.pos = 0.8,0.6
p9.pos = 0.3,0.6
p10.pos = 0.3,0.8
p11.pos = 1.8,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.4,-0.2
p2.pos = 0.4,0.0
p3.pos = 0.9,0.0
p4.pos = 0.9,0.2
p5.pos = 0.4,0.2
p6.pos = 0.4,0.4
p7.pos = 0.9,0.4
p8.pos = 0.9,0.6
p9.pos = 0.4,0.6
p10.pos = 0.4,0.8
p11.pos = 1.9,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.5,-0.2
p2.pos = 0.5,0.0
p3.pos = 1.0,0.0
p4.pos = 1.0,0.2
p5.pos = 0.5,0.2
p6.pos = 0.5,0.4
p7.pos = 1.0,0.4
p8.pos = 1.0,0.6
p9.pos = 0.5,0.6
p10.pos = 0.5,0.8
p11.pos = 2.0,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.6,-0.2
p2.pos = 0.6,0.0
p3.pos = 1.1,0.0
p4.pos = 1.1,0.2
p5.pos = 0.6,0.2
p6.pos = 0.6,0.4
p7.pos = 1.1,0.4
p8.pos = 1.1,0.6
p9.pos = 0.6,0.6
p10.pos = 0.6,0.8
p11.pos = 2.1,0.8
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

;-------------------------------------------------------

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = -0.1,-0.25
p2.pos = -0.1,-0.05
p3.pos = 0.4,-0.05
p4.pos = 0.4,0.15
p5.pos = -0.1,0.15
p6.pos = -0.1,0.35
p7.pos = 0.4,0.35
p8.pos = 0.4,0.55
p9.pos = -0.1,0.55
p10.pos = -0.1,0.75
p11.pos = 1.4,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.0,-0.25
p2.pos = 0.0,-0.05
p3.pos = 0.5,-0.05
p4.pos = 0.5,0.15
p5.pos = 0.0,0.15
p6.pos = 0.0,0.35
p7.pos = 0.5,0.35
p8.pos = 0.5,0.55
p9.pos = 0.0,0.55
p10.pos = 0.0,0.75
p11.pos = 1.5,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.1,-0.25
p2.pos = 0.1,-0.05
p3.pos = 0.6,-0.05
p4.pos = 0.6,0.15
p5.pos = 0.1,0.15
p6.pos = 0.1,0.35
p7.pos = 0.6,0.35
p8.pos = 0.6,0.55
p9.pos = 0.1,0.55
p10.pos = 0.1,0.75
p11.pos = 1.6,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.2,-0.25
p2.pos = 0.2,-0.05
p3.pos = 0.7,-0.05
p4.pos = 0.7,0.15
p5.pos = 0.2,0.15
p6.pos = 0.2,0.35
p7.pos = 0.7,0.35
p8.pos = 0.7,0.55
p9.pos = 0.2,0.55
p10.pos = 0.2,0.75
p11.pos = 1.7,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.3,-0.25
p2.pos = 0.3,-0.05
p3.pos = 0.8,-0.05
p4.pos = 0.8,0.15
p5.pos = 0.3,0.15
p6.pos = 0.3,0.35
p7.pos = 0.8,0.35
p8.pos = 0.8,0.55
p9.pos = 0.3,0.55
p10.pos = 0.3,0.75
p11.pos = 1.8,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.4,-0.25
p2.pos = 0.4,-0.05
p3.pos = 0.9,-0.05
p4.pos = 0.9,0.15
p5.pos = 0.4,0.15
p6.pos = 0.4,0.35
p7.pos = 0.9,0.35
p8.pos = 0.9,0.55
p9.pos = 0.4,0.55
p10.pos = 0.4,0.75
p11.pos = 1.9,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.5,-0.25
p2.pos = 0.5,-0.05
p3.pos = 1.0,-0.05
p4.pos = 1.0,0.15
p5.pos = 0.5,0.15
p6.pos = 0.5,0.35
p7.pos = 1.0,0.35
p8.pos = 1.0,0.55
p9.pos = 0.5,0.55
p10.pos = 0.5,0.75
p11.pos = 2.0,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.6,-0.25
p2.pos = 0.6,-0.05
p3.pos = 1.1,-0.05
p4.pos = 1.1,0.15
p5.pos = 0.6,0.15
p6.pos = 0.6,0.35
p7.pos = 1.1,0.35
p8.pos = 1.1,0.55
p9.pos = 0.6,0.55
p10.pos = 0.6,0.75
p11.pos = 2.1,0.75
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

;-------------------------------------------------------

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = -0.1,-0.3
p2.pos = -0.1,-0.1
p3.pos = 0.4,-0.1
p4.pos = 0.4,0.1
p5.pos = -0.1,0.1
p6.pos = -0.1,0.3
p7.pos = 0.4,0.3
p8.pos = 0.4,0.5
p9.pos = -0.1,0.5
p10.pos = -0.1,0.7
p11.pos = 1.4,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.0,-0.3
p2.pos = 0.0,-0.1
p3.pos = 0.5,-0.1
p4.pos = 0.5,0.1
p5.pos = 0.0,0.1
p6.pos = 0.0,0.3
p7.pos = 0.5,0.3
p8.pos = 0.5,0.5
p9.pos = 0.0,0.5
p10.pos = 0.0,0.7
p11.pos = 1.5,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.1,-0.3
p2.pos = 0.1,-0.1
p3.pos = 0.6,-0.1
p4.pos = 0.6,0.1
p5.pos = 0.1,0.1
p6.pos = 0.1,0.3
p7.pos = 0.6,0.3
p8.pos = 0.6,0.5
p9.pos = 0.1,0.5
p10.pos = 0.1,0.7
p11.pos = 1.6,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.2,-0.3
p2.pos = 0.2,-0.1
p3.pos = 0.7,-0.1
p4.pos = 0.7,0.1
p5.pos = 0.2,0.1
p6.pos = 0.2,0.3
p7.pos = 0.7,0.3
p8.pos = 0.7,0.5
p9.pos = 0.2,0.5
p10.pos = 0.2,0.7
p11.pos = 1.7,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.3,-0.3
p2.pos = 0.3,-0.1
p3.pos = 0.8,-0.1
p4.pos = 0.8,0.1
p5.pos = 0.3,0.1
p6.pos = 0.3,0.3
p7.pos = 0.8,0.3
p8.pos = 0.8,0.5
p9.pos = 0.3,0.5
p10.pos = 0.3,0.7
p11.pos = 1.8,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.4,-0.3
p2.pos = 0.4,-0.1
p3.pos = 0.9,-0.1
p4.pos = 0.9,0.1
p5.pos = 0.4,0.1
p6.pos = 0.4,0.3
p7.pos = 0.9,0.3
p8.pos = 0.9,0.5
p9.pos = 0.4,0.5
p10.pos = 0.4,0.7
p11.pos = 1.9,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

[Enemy 1]
time = 0
name = "enemy1"
speed = 0.6
radius = 5
p1.pos = 0.5,-0.3
p2.pos = 0.5,-0.1
p3.pos = 1.0,-0.1
p4.pos = 1.0,0.1
p5.pos = 0.5,0.1
p6.pos = 0.5,0.3
p7.pos = 1.0,0.3
p8.pos = 1.0,0.5
p9.pos = 0.5,0.5
p10.pos = 0.5,0.7
p11.pos = 2.0,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
power = 5
life = 25

[Enemy 1]
time = 0
name = "enemy2"
speed = 0.6
radius = 5
p1.pos = 0.6,-0.3
p2.pos = 0.6,-0.1
p3.pos = 1.1,-0.1
p4.pos = 1.1,0.1
p5.pos = 0.6,0.1
p6.pos = 0.6,0.3
p7.pos = 1.1,0.3
p8.pos = 1.1,0.5
p9.pos = 0.6,0.5
p10.pos = 0.6,0.7
p11.pos = 2.1,0.7
s1.time = 60
s1.name = "enemy_mid_straight"
s1.frequency = 120, 180
score = 5
life = 25

;-------------------------------------------------------

[Section intro]


[Intro]
time = 60
name = "/int/ - International"
text = "Almost as good as the real thing is still not the real thing"

[WaitIntro] 

[Section 2]

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.1,-0.1
p4.pos = 0.1,0.5
p5.pos = 0.1,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.2,-0.1
p4.pos = 0.2,0.5
p5.pos = 0.2,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_straight"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.3,-0.1
p4.pos = 0.3,0.5
p5.pos = 0.3,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.4,-0.1
p4.pos = 0.4,0.5
p5.pos = 0.4,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.5,-0.1
p4.pos = 0.5,0.5
p5.pos = 0.5,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.6,-0.1
p4.pos = 0.6,0.5
p5.pos = 0.6,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.7,-0.1
p4.pos = 0.7,0.5
p5.pos = 0.7,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.8,-0.1
p4.pos = 0.8,0.5
p5.pos = 0.8,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.9,-0.1
p4.pos = 0.9,0.5
p5.pos = 0.9,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.8,-0.1
p4.pos = 0.8,0.5
p5.pos = 0.8,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.7,-0.1
p4.pos = 0.7,0.5
p5.pos = 0.7,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.6,-0.1
p4.pos = 0.6,0.5
p5.pos = 0.6,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.5,-0.1
p4.pos = 0.5,0.5
p5.pos = 0.5,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.4,-0.1
p4.pos = 0.4,0.5
p5.pos = 0.4,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.3,-0.1
p4.pos = 0.3,0.5
p5.pos = 0.3,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.2,-0.1
p4.pos = 0.2,0.5
p5.pos = 0.2,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20


;-----------------------------------------

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.1,-0.1
p4.pos = 0.1,0.5
p5.pos = 0.1,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.2,-0.1
p4.pos = 0.2,0.5
p5.pos = 0.2,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.3,-0.1
p4.pos = 0.3,0.5
p5.pos = 0.3,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.4,-0.1
p4.pos = 0.4,0.5
p5.pos = 0.4,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.5,-0.1
p4.pos = 0.5,0.5
p5.pos = 0.5,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
radius = 5
p1.pos = 0.6,-0.1
p4.pos = 0.6,0.5
p5.pos = 0.6,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
score = 5
life = 20

[Enemy 1]
time = 10
name = "enemy1"
speed = 0.1
radius = 5
p1.pos = 0.7,-0.1
p4.pos = 0.7,0.5
p5.pos = 0.7,1.1
s1.time = 60
s1.name = "enemy_mid_aimed"
s1.frequency = 120, 180
s2.time = 99999
death.shot = "enemy_laser_aimed"
power = 5
life = 20

[Enemy 1]
time = 10
name = "enemy2"
speed = 0.1
